L,alfa,grilla,MV,alfa.GA,alfa.LN,alfa.LC,,
3,-3,10.58,-2.217811617,-2.080052937,-1.966276805,-2.159853551,,
3,-3,10.59,-2.21684096,-2.079281231,-1.965382969,-2.158786466,,
3,-3,10.6,-2.215871834,-2.078510723,-1.964490683,-2.157721326,,
3,-3,10.61,-2.214904235,-2.077741409,-1.963599943,-2.156658125,,
3,-3,10.62,-2.21393816,-2.076973286,-1.962710745,-2.155596859,,
3,-3,10.63,-2.212973605,-2.076206351,-1.962037273,-2.154537522,,
3,-3,10.64,-2.212010565,-2.075440602,-1.960936959,-2.15348011,,
3,-3,10.65,-2.211049038,-2.074676033,-1.960052364,-2.152424618,,
3,-3,10.66,-2.21008902,-2.073912644,-1.959169296,-2.15137104,,
3,-3,10.67,-2.209130507,-2.073150429,-1.958287751,-2.150319372,,
3,-3,10.68,-2.208173495,-2.072389387,-1.957407725,-2.149269608,,
3,-3,10.69,-2.20721798,-2.071629514,-1.956529214,-2.148221744,,
3,-3,10.7,-2.206263959,-2.070870808,-1.955652216,-2.147175775,,
3,-3,10.71,-2.205311429,-2.070113266,-1.954776725,-2.146131696,,
3,-3,10.72,-2.204360385,-2.069356885,-1.953902738,-2.145089502,,
3,-3,10.73,-2.203410825,-2.068601662,-1.953030253,-2.144049188,,
3,-3,10.74,-2.202462743,-2.067847593,-1.952159264,-2.143010749,,
3,-3,10.75,-2.201516138,-2.067094677,-1.951289768,-2.141974181,,
3,-3,10.76,-2.200571005,-2.06634291,-1.950421762,-2.140939479,,
3,-3,10.77,-2.199627341,-2.06559229,-1.949555242,-2.139906638,,
3,-3,10.78,-2.198685142,-2.064842814,-1.948690204,-2.138875653,,
3,-3,10.79,-2.197744404,-2.064094476,-1.947826645,-2.137846519,,
3,-3,10.8,-2.196805125,-2.063347276,-1.946964561,-2.136819232,,
3,-3,10.81,-2.1958673,-2.062601212,-1.946103948,-2.135793787,,
3,-3,10.82,-2.194930927,-2.061856279,-1.945244804,-2.134770179,,
3,-3,10.83,-2.193996001,-2.061112476,-1.944387123,-2.133748404,,
3,-3,10.84,-2.193062519,-2.060369799,-1.943530903,-2.132728456,,
3,-3,10.85,-2.192130478,-2.059628246,-1.94267614,-2.131710331,,
3,-3,10.86,-2.191199875,-2.058887814,-1.941822831,-2.130694025,,
3,-3,10.87,-2.190270705,-2.058148499,-1.940970972,-2.129679533,,
3,-3,10.88,-2.189342965,-2.0574103,-1.940120559,-2.128666849,,
3,-3,10.89,-2.188416653,-2.056673213,-1.93927159,-2.12765597,,
3,-3,10.9,-2.187491764,-2.055937236,-1.938424059,-2.126646891,,
3,-3,10.91,-2.186568296,-2.055202366,-1.937577965,-2.125639608,,
3,-3,10.92,-2.185646244,-2.054468601,-1.936733303,-2.124634115,,
3,-3,10.93,-2.184725606,-2.053735937,-1.935890071,-2.123630408,,
3,-3,10.94,-2.183806378,-2.053004372,-1.935048264,-2.122628483,,
3,-3,10.95,-2.182888557,-2.052273256,-1.934207879,-2.121628334,,
3,-3,10.96,-2.181972139,-2.051544173,-1.933368913,-2.120629958,,
3,-3,10.97,-2.181057122,-2.051008975,-1.932531362,-2.119633351,,
3,-3,10.98,-2.180143501,-2.05007636,-1.931695223,-2.118638506,,
3,-3,10.99,-2.179231274,-2.049145642,-1.930860492,-2.117645421,,
3,-3,11,-2.178320437,-2.048637516,-1.930027167,-2.11665409,,
3,-3,11.01,-2.177410988,-2.047913291,-1.929195243,-2.115664509,,
3,-3,11.02,-2.176502922,-2.0471911,-1.928364718,-2.114676673,,
3,-3,11.03,-2.175596236,-2.046469308,-1.927535587,-2.113690579,,
3,-3,11.04,-2.174690928,-2.045748588,-1.926707848,-2.112706221,,
3,-3,11.05,-2.173786993,-2.045028939,-1.925881498,-2.111723596,,
3,-3,11.06,-2.17288443,-2.044310358,-1.925056532,-2.110742698,,
3,-3,11.07,-2.171983234,-2.043592841,-1.924232948,-2.109763524,,
3,-3,11.08,-2.171083402,-2.042876388,-1.923410743,-2.108786069,,
3,-3,11.09,-2.170184932,-2.042160994,-1.922589912,-2.107810329,,
3,-3,11.1,-2.169287819,-2.041446658,-1.921770453,-2.106836299,,
3,-3,11.11,-2.168392062,-2.040733378,-1.920952363,-2.105863974,,
3,-3,11.12,-2.167497656,-2.04002115,-1.920135638,-2.104893352,,
3,-3,11.13,-2.166604598,-2.039309972,-1.919320274,-2.103924426,,
3,-3,11.14,-2.165712886,-2.038599842,-1.91850627,-2.102957194,,
3,-3,11.15,-2.164822516,-2.037890758,-1.917693621,-2.10199165,,
3,-3,11.16,-2.163933486,-2.037182716,-1.916882324,-2.101027791,,
3,-3,11.17,-2.163045791,-2.036475715,-1.916072376,-2.100065612,,
3,-3,11.18,-2.162159429,-2.035769752,-1.915263775,-2.099105108,,
3,-3,11.19,-2.161274397,-2.035064824,-1.914456515,-2.098146276,,
3,-3,11.2,-2.160390692,-2.03436093,-1.913650596,-2.097180968,,
3,-3,11.21,-2.159508311,-2.033658067,-1.912846012,-2.096216999,,
3,-3,11.22,-2.15862725,-2.032956232,-1.912042762,-2.095255641,,
3,-3,11.23,-2.157747507,-2.032255424,-1.911240841,-2.094346893,,
3,-3,11.24,-2.156869078,-2.031555639,-1.910440248,-2.093390751,,
3,-3,11.25,-2.15599196,-2.030856875,-1.909640978,-2.092437212,,
3,-3,11.26,-2.155116152,-2.030159131,-1.908843029,-2.091486272,,
3,-3,11.27,-2.154241648,-2.029462404,-1.908046397,-2.090537928,,
3,-3,11.28,-2.153368447,-2.028766691,-1.907251079,-2.089592178,,
3,-3,11.29,-2.152496546,-2.02807199,-1.906457073,-2.088649016,,
3,-3,11.3,-2.151625941,-2.027378299,-1.905664375,-2.087708422,,
3,-3,11.31,-2.150756629,-2.026685615,-1.904872982,-2.086770321,,
3,-3,11.32,-2.149888608,-2.025993937,-1.904082891,-2.085834706,,
3,-3,11.33,-2.149021874,-2.025303261,-1.903294099,-2.084901573,,
3,-3,11.34,-2.148156425,-2.024613586,-1.902506603,-2.083970919,,
3,-3,11.35,-2.147292258,-2.02392491,-1.9017204,-2.083042739,,
3,-3,11.36,-2.14642937,-2.023237229,-1.900935486,-2.08211703,,
3,-3,11.37,-2.145567757,-2.022550543,-1.900151859,-2.08114379,,
3,-3,11.38,-2.144707417,-2.021864848,-1.899369517,-2.080223014,,
3,-3,11.39,-2.143848348,-2.021180143,-1.898588456,-2.079304698,,
3,-3,11.4,-2.142990545,-2.020496425,-1.897808672,-2.07838884,,
3,-3,11.41,-2.142134007,-2.019813692,-1.897030163,-2.077466722,,
3,-3,11.42,-2.14127873,-2.01913453,-1.896252925,-2.076545282,,
3,-3,11.43,-2.140424711,-2.018451172,-1.895476957,-2.075625432,,
3,-3,11.44,-2.139571948,-2.017774341,-1.894702255,-2.074707169,,
3,-3,11.45,-2.138720438,-2.017095725,-1.893928815,-2.073790491,,
3,-3,11.46,-2.137870178,-2.016418022,-1.893156636,-2.072875395,,
3,-3,11.47,-2.137021165,-2.015741377,-1.892385714,-2.071961879,,
3,-3,11.48,-2.136173397,-2.015065637,-1.891616046,-2.07104994,,
3,-3,11.49,-2.135326869,-2.014390918,-1.89084763,-2.070139576,,
3,-3,11.5,-2.134481581,-2.013717212,-1.890080462,-2.069230784,,
3,-3,11.51,-2.133637528,-2.013044435,-1.889314539,-2.068323561,,
3,-3,11.52,-2.132794709,-2.012372628,-1.888549859,-2.067417907,,
3,-3,11.53,-2.13195312,-2.011701786,-1.887786419,-2.066513817,,
3,-3,11.54,-2.131112758,-2.011031907,-1.887024216,-2.065611291,,
3,-3,11.55,-2.130273621,-2.010362992,-1.886263247,-2.064710324,,
3,-3,11.56,-2.129435707,-2.009695033,-1.885503509,-2.063810916,,
3,-3,11.57,-2.128599011,-2.009028036,-1.884744999,-2.062913064,,
3,-3,11.58,-2.127763532,-2.008361996,-1.883987715,-2.062016765,,
3,-3,11.59,-2.126929267,-2.007696909,-1.883231654,-2.061122017,,
3,-3,11.6,-2.126096214,-2.007032775,-1.882476813,-2.060228819,,
3,-3,11.61,-2.125264368,-2.006369592,-1.881723188,-2.059337167,,
3,-3,11.62,-2.124433728,-2.005707357,-1.880970778,-2.05844706,,
3,-3,11.63,-2.123604292,-2.005046068,-1.88021958,-2.057558495,,
3,-3,11.64,-2.122776056,-2.004385724,-1.87946959,-2.056671471,,
3,-3,11.65,-2.121949017,-2.003726322,-1.911265878,-2.055785985,,
3,-3,11.66,-2.121123173,-2.003067171,-1.910499329,-2.054902034,,
3,-3,11.67,-2.120302487,-2.002259117,-1.909733993,-2.054019618,,
3,-3,11.68,-2.119478813,-2.001744422,-1.908969866,-2.053138733,,
3,-3,11.69,-2.118656336,-2.001027621,-1.908206946,-2.052259378,,
3,-3,11.7,-2.117835053,-2.00044338,-1.90744523,-2.051381551,,
3,-3,11.71,-2.117014961,-1.999820479,-1.906684716,-2.050505249,,
3,-3,11.72,-2.116196058,-1.999167136,-1.9059254,-2.049630471,,
3,-3,11.73,-2.11537834,-1.998626171,-1.905167281,-2.048757214,,
3,-3,11.74,-2.114561803,-1.997835175,-1.904410355,-2.047885477,,
3,-3,11.75,-2.113746447,-1.997183706,-1.903654619,-2.047015258,,
3,-3,11.76,-2.112932266,-1.996534542,-1.902900072,-2.046146554,,
3,-3,11.77,-2.112119259,-1.995886297,-1.90214671,-2.045229364,,
3,-3,11.78,-2.111307422,-1.99523897,-1.901394531,-2.044363686,,
3,-3,11.79,-2.110496753,-1.994592558,-1.900643532,-2.043499518,,
3,-3,11.8,-2.109687249,-1.993947059,-1.89989371,-2.042636858,,
3,-3,11.81,-2.108878907,-1.993302472,-1.899145063,-2.041775703,,
3,-3,11.82,-2.108071724,-1.992658795,-1.898397588,-2.040916054,,
3,-3,11.83,-2.107265698,-1.992016026,-1.897651282,-2.040057906,,
3,-3,11.84,-2.106460825,-1.991374162,-1.896906143,-2.03920126,,
3,-3,11.85,-2.105657103,-1.990733203,-1.896162169,-2.038346112,,
3,-3,11.86,-2.104854529,-1.990093146,-1.895419356,-2.037492461,,
3,-3,11.87,-2.104053101,-1.989453989,-1.894677702,-2.036640306,,
3,-3,11.88,-2.103252815,-1.98881573,-1.893937204,-2.035789644,,
3,-3,11.89,-2.102453669,-1.988178369,-1.893197861,-2.034940074,,
3,-3,11.9,-2.101655661,-1.987541902,-1.892459668,-2.034089755,,
3,-3,11.91,-2.100858787,-1.986906328,-1.891722625,-2.033240832,,
3,-3,11.92,-2.100063045,-1.986271646,-1.890986727,-2.032393301,,
3,-3,11.93,-2.099268433,-1.985637853,-1.890251974,-2.03154716,,
3,-3,11.94,-2.098474948,-1.985004947,-1.889518361,-2.030702405,,
3,-3,11.95,-2.097682587,-1.984372927,-1.888785887,-2.029859031,,
3,-3,11.96,-2.096891347,-1.983741791,-1.888054549,-2.029017037,,
3,-3,11.97,-2.096101226,-1.983111537,-1.887324344,-2.028176419,,
3,-3,11.98,-2.095312222,-1.982482163,-1.88659527,-2.027337173,,
3,-3,11.99,-2.094524332,-1.981853668,-1.885867325,-2.026499296,,
3,-3,12,-2.093737554,-1.98122605,-1.885140506,-2.025662785,,
3,-3,12.01,-2.092951884,-1.980599306,-1.88441481,-2.024827637,,
3,-3,12.02,-2.092167321,-1.979973436,-1.883690235,-2.023993847,,
3,-3,12.03,-2.091383861,-1.979348437,-1.882966778,-2.023161414,,
3,-3,12.04,-2.090601503,-1.978724307,-1.882244438,-2.022330333,,
3,-3,12.05,-2.089820244,-1.978101046,-1.881523211,-2.021500601,,
3,-3,12.06,-2.089040082,-1.97747865,-1.880803096,-2.020672216,,
3,-3,12.07,-2.088261014,-1.976857119,-1.880084089,-2.019845173,,
3,-3,12.08,-2.087483037,-1.97623645,-1.879366188,-2.01901947,,
3,-3,12.09,-2.08670615,-1.975616642,-1.878649391,-2.018195104,,
3,-3,12.1,-2.085930349,-1.974997693,-1.877933696,-2.017372071,,
3,-3,12.11,-2.085155633,-1.974379601,-1.877219099,-2.016550367,,
3,-3,12.12,-2.084381999,-1.973762365,-1.876505599,-2.015729991,,
3,-3,12.13,-2.083609444,-1.973145983,-1.875793193,-2.014910938,,
3,-3,12.14,-2.082837967,-1.972530453,-1.875081879,-2.014093206,,
3,-3,12.15,-2.082067565,-1.971915774,-1.874371654,-2.013276791,,
3,-3,12.16,-2.081297996,-1.971301943,-1.873662516,-2.01246169,,
3,-3,12.17,-2.080529755,-1.970688959,-1.872954463,-2.011647901,,
3,-3,12.18,-2.079762582,-1.97007682,-1.872247492,-2.010835419,,
3,-3,12.19,-2.078996472,-1.969465525,-1.871541601,-2.010024242,,
3,-3,12.2,-2.078231425,-1.968855072,-1.870836787,-2.009214367,,
3,-3,12.21,-2.077467437,-1.968245459,-1.870133048,-2.00840579,,
3,-3,12.22,-2.076704508,-1.967636685,-1.869430382,-2.007598509,,
3,-3,12.23,-2.075942633,-1.967028747,-1.868728787,-2.00679252,,
3,-3,12.24,-2.075181812,-1.966421645,-1.868028259,-2.00598782,,
3,-3,12.25,-2.074422042,-1.965815376,-1.867328798,-2.005184407,,
3,-3,12.26,-2.073663321,-1.965209939,-1.866630399,-2.004382277,,
3,-3,12.27,-2.072905647,-1.964605332,-1.865933062,-2.003581427,,
3,-3,12.28,-2.072149017,-1.964001553,-1.865236784,-2.002781855,,
3,-3,12.29,-2.071393429,-1.963398602,-1.864541563,-2.001983556,,
3,-3,12.3,-2.070638882,-1.962796475,-1.863847395,-2.001186528,,
3,-3,12.31,-2.069885372,-1.962195172,-1.86315428,-2.000390769,,
3,-3,12.32,-2.069132899,-1.961594691,-1.862462214,-1.999596274,,
3,-3,12.33,-2.068381459,-1.96099503,-1.861771196,-1.998803042,,
3,-3,12.34,-2.067631051,-1.960396188,-1.861081223,-1.998011069,,
3,-3,12.35,-2.066881672,-1.959798162,-1.860392292,-1.997220352,,
3,-3,12.36,-2.06613332,-1.959200952,-1.859704403,-1.996430888,,
3,-3,12.37,-2.065385993,-1.958604556,-1.859017552,-1.995642674,,
3,-3,12.38,-2.064639689,-1.958008972,-1.858331737,-1.994855708,,
3,-3,12.39,-2.063894406,-1.957414199,-1.857646955,-1.994069986,,
3,-3,12.4,-2.063150142,-1.956820234,-1.856963206,-1.993285505,,
3,-3,12.41,-2.062406894,-1.956227076,-1.856280486,-1.992502263,,
3,-3,12.42,-2.061664661,-1.955634725,-1.855598793,-1.991744029,,
3,-3,12.43,-2.06092344,-1.955043177,-1.854918125,-1.990962292,,
3,-3,12.44,-2.06018323,-1.954452432,-1.85423848,-1.990181759,,
3,-3,12.45,-2.059444027,-1.953862488,-1.853559856,-1.989402426,,
3,-3,12.46,-2.058705831,-1.953273343,-1.85288225,-1.988624289,,
3,-3,12.47,-2.057968639,-1.952684996,-1.852205661,-1.987847345,,
3,-3,12.48,-2.057232448,-1.952097445,-1.851530085,-1.987071591,,
3,-3,12.49,-2.056497258,-1.951510688,-1.850855522,-1.986297023,,
3,-3,12.5,-2.055763065,-1.950924725,-1.850181968,-1.985523638,,
3,-3,12.51,-2.055029868,-1.950339553,-1.849509422,-1.984751434,,
3,-3,12.52,-2.054297664,-1.949755171,-1.848837881,-1.983980405,,
3,-3,12.53,-2.053566453,-1.949171578,-1.848167343,-1.98321055,,
3,-3,12.54,-2.052838889,-1.948588771,-1.847497807,-1.982441864,,
