L;n;alfa.MV;alfa.GA;alfa.LN;alfa.LC
3.21;81;-2.696960979;-1.962595147;-2.029240309;-2.453288669
3.21;81;-2.572771053;-1.980947385;-1.911173486;-3.945012067
3.21;81;-1.959936901;-2.118940443;-1.718652185;-2.227634861
3.21;81;-2.726843617;-1.867373952;-1.871478276;-2.410096802
3.21;81;-1.946400098;-2.040863732;-1.917738787;-2.038720368
3.21;81;-2.011683687;-1.847643296;-2.427383946;-2.242412796
3.21;81;-3.146036307;-1.689600901;-1.754222518;-2.583398456
3.21;81;-2.110624654;-1.800982975;-2.047663224;-1.956343718
3.21;81;-2.194849123;-1.976841729;-1.663539009;-2.200866163
3.21;81;-2.025546453;-1.706226778;-2.041884471;-2.065999719
3.21;81;-1.95912623;-2.061534092;-1.726750479;-4.039825715
3.21;81;-2.414356388;-2.510817399;-1.592910607;-2.28497814
3.21;81;-2.066636117;-1.76935425;-2.013349382;-2.256760462
3.21;81;-2.618079451;-1.906344225;-2.257072401;-2.335214419
3.21;81;-2.076020902;-1.986624455;-1.72148747;-2.044607632
3.21;81;-2.070006353;-2.734052473;-1.743476536;-2.207459673
3.21;81;-2.161873082;-2.348649047;-1.679817314;-2.964160072
3.21;81;-2.571567726;-2.375247211;-2.016127433;-4.33799502
3.21;81;-2.635904514;-2.076522164;-2.201660209;-3.581277771
3.21;81;-2.178756898;-2.01704104;-2.164122679;-2.18071619
3.21;81;-2.036147079;-1.82224125;-2.002021992;-2.283281164
3.21;81;-1.938881327;-1.775852679;-1.86721744;-1.829278631
3.21;81;-2.039491288;-1.989576833;-1.730886587;-1.952347474
3.21;81;-2.186641465;-1.972481566;-1.755664669;-1.928466359
3.21;81;-2.166449368;-2.74718644;-1.765556066;-1.909857977
3.21;81;-2.172940318;-1.819592304;-1.976904851;-3.445513172
3.21;81;-2.239170467;-1.934457723;-2.067101211;-2.093185123
3.21;81;-2.176536627;-2.231456373;-1.731148019;-2.247610797
3.21;81;-2.635265476;-1.964820661;-1.760414274;-2.205838334
3.21;81;-2.116252413;-1.952074984;-1.932803862;-2.212005711
3.21;81;-2.183988525;-2.187987154;-1.836178016;-2.391677107
3.21;81;-2.327272063;-2.690209311;-1.868354727;-4.873280319
3.21;81;-2.935248795;-2.546493842;-1.940786322;-3.137466868
3.21;81;-2.375373414;-2.016422865;-2.146077419;-2.281660571
3.21;81;-2.230763984;-1.837350086;-2.640760853;-2.07991251
3.21;81;-1.816736983;-2.169810635;-2.018758715;-2.248835992
3.21;81;-2.020467879;-2.232934941;-1.684570281;-6.8341341
3.21;81;-2.132332537;-2.278575002;-1.871641108;-2.369752984
3.21;81;-2.487432608;-1.830988053;-1.706429136;-7.85655124
3.21;81;-1.821118103;-2.379313637;-2.044485923;-2.026968588
3.21;81;-2.801978914;-2.343970755;-1.732451552;-2.573053229
3.21;81;-2.886155915;-2.041574616;-2.042570375;-2.44041561
3.21;81;-2.208953132;-2.503879741;-2.251515393;-2.696917965
3.21;81;-2.501060583;-1.76154067;-1.883689865;-2.352633765
3.21;81;-1.874671169;-2.167136519;-2.182742858;-1.899859358
3.21;81;-3.060512443;-2.345997861;-1.720061828;-2.504126715
3.21;81;-1.844730054;-2.341135528;-1.905571618;-1.754622084
3.21;81;-2.47040384;-1.950572279;-2.104300222;-3.82081842
3.21;81;-2.210115884;-1.897071483;-2.046412809;-2.175436912
3.21;81;-2.233271241;-2.794066535;-1.705111409;-2.060697464
3.21;81;-2.167924633;-1.995095115;-1.657816681;-2.042729353
3.21;81;-2.502387518;-2.176517449;-2.468477234;-2.277248851
3.21;81;-2.170953383;-1.983616771;-2.154515767;-2.711354716
3.21;81;-2.099512686;-2.389161842;-1.741763332;-1.87456072
3.21;81;-2.284036575;-2.235202824;-1.990972458;-2.044158528
3.21;81;-2.074823718;-2.035482686;-2.131456308;-1.927187452
3.21;81;-2.24107598;-1.869569407;-1.920606262;-2.315347021
3.21;81;-2.374508547;-3.037380951;-2.111816114;-2.338891994
3.21;81;-2.564672829;-2.079325266;-2.108702352;-2.623362897
3.21;81;-2.289100381;-2.533625725;-2.762689881;-2.228728261
3.21;81;-2.612401105;-2.088506695;-1.990440725;-2.953423374
3.21;81;-2.535378779;-2.186298862;-2.372501498;-2.214793468
3.21;81;-2.291308313;-2.175553339;-2.062274145;-2.833158598
3.21;81;-2.397231258;-2.054020333;-1.879980557;-3.062970886
3.21;81;-2.349488903;-2.237858843;-1.998106911;-3.084589225
3.21;81;-2.026891591;-2.150679987;-1.898511716;-2.022978922
3.21;81;-2.357221826;-1.984793519;-1.849485733;-2.008811997
3.21;81;-2.091454162;-2.282765981;-1.991338224;-1.852101727
3.21;81;-2.172547189;-2.66293988;-2.01910282;-1.880623673
3.21;81;-2.794211998;-3.226223487;-1.845848564;-2.401651321
3.21;81;-3.490906418;-2.686189728;-2.280535224;-3.261856891
3.21;81;-3.833586113;-2.262750373;-2.318610978;-2.97123389
3.21;81;-2.281129849;-1.862556269;-2.812512377;-2.858926061
3.21;81;-1.885256035;-1.806471601;-2.167754843;-1.853328401
3.21;81;-2.174661054;-2.725967456;-1.85968579;-1.897190517
3.21;81;-1.702305475;-2.355542216;-1.936890152;-2.996598994
3.21;81;-2.292901036;-2.049771022;-1.615113512;-2.219400753
3.21;81;-2.108840789;-2.279842209;-1.910161551;-1.861897839
3.21;81;-2.405655555;-2.314707727;-1.864436732;-2.265761373
3.21;81;-2.286687458;-1.926512142;-2.550379812;-2.401851901
3.21;81;-2.600117807;-2.105583573;-1.961445359;-3.816483659
3.21;81;-1.827076667;-2.29207249;-2.293923022;-1.832469387
3.21;81;-2.759259671;-2.334677339;-2.002282861;-3.34296785
3.21;81;-1.849885666;-1.806335322;-2.1445268;-1.76423354
3.21;81;-1.943429634;-2.177425051;-1.829965503;-1.86173443
3.21;81;-2.572584221;-1.776927348;-1.743242865;-2.050909291
3.21;81;-1.937902411;-1.652022454;-1.956283864;-2.18736476
3.21;81;-1.731422009;-1.69077231;-1.756267682;-1.785160595
3.21;81;-2.017924921;-1.953184002;-1.7509374;-1.88726204
3.21;81;-1.910499589;-1.651214863;-1.915442748;-2.069264733
3.21;81;-1.833649869;-1.691417835;-1.684733823;-1.6266233
3.21;81;-1.808934435;-2.328973609;-1.92859637;-2.056723227
3.21;81;-2.660615048;-2.052364941;-1.87076685;-2.455792524
3.21;81;-2.295898984;-2.250288884;-1.871758941;-1.968624407
3.21;81;-2.582593802;-2.02276649;-1.935723692;-2.920905509
3.21;81;-2.04456272;-1.753274015;-2.323768795;-2.44129418
3.21;81;-1.947183713;-2.460736749;-1.913189118;-1.791269893
3.21;81;-2.891629508;-2.005535444;-1.806883442;-3.199183935
3.21;81;-2.172146875;-1.884143403;-2.538259498;-2.072131217
3.21;81;-2.076367624;-2.513383738;-2.052406065;-2.441255936
3.21;81;-2.562445777;-1.694774061;-1.691418299;-2.311929097
3.21;81;-1.907655934;-2.357187372;-2.149372482;-1.745785784
3.21;81;-2.342029637;-2.514767605;-1.556478236;-2.587182123
3.21;81;-2.439582225;-1.919359577;-1.938128608;-2.708141355
3.21;81;-1.855419999;-2.746549797;-2.049492891;-1.823954319
3.21;81;-2.441690868;-1.98380164;-1.727510908;-3.218923737
3.21;81;-2.253244892;-2.022517914;-1.806487547;-2.950448433
3.21;81;-2.108747998;-2.016096538;-2.653299941;-1.957635387
3.21;81;-2.043910174;-2.150268343;-1.974364236;-2.456556194
3.21;81;-2.913150403;-1.955909453;-1.876017043;-3.023438907
3.21;81;-2.013062096;-2.382699705;-2.001151817;-2.627403577
3.21;81;-2.344665978;-1.739673516;-1.699769601;-2.706236609
3.21;81;-2.304599538;-1.877185085;-2.141319634;-2.342698943
3.21;81;-1.967299431;-2.282024069;-1.985141117;-2.850571596
3.21;81;-2.055709854;-2.161167958;-1.981022842;-2.335366155
3.21;81;-2.083437197;-1.880198847;-1.660221688;-1.890154148
3.21;81;-2.781103617;-2.242851567;-1.977986151;-2.394194632
3.21;81;-1.954431465;-2.109024606;-2.211468209;-1.889543909
3.21;81;-2.378015645;-1.875078281;-1.7120992;-3.460415987
3.21;81;-2.365565275;-1.81352748;-1.846825624;-1.976181928
3.21;81;-2.90854762;-2.642834061;-2.115503354;-3.253038994
3.21;81;-2.281348504;-2.464932674;-2.427624908;-1.894107487
3.21;81;-2.869159073;-2.116349952;-2.098423084;-3.503343588
3.21;81;-2.282058373;-2.832237881;-2.521334052;-2.050447044
3.21;81;-2.047187365;-2.017357153;-1.926491876;-2.136374034
3.21;81;-2.239979156;-1.975604041;-1.718391089;-2.503196985
3.21;81;-2.60892012;-2.379297317;-1.902492642;-3.068029747
3.21;81;-2.103563074;-1.913723813;-1.838034741;-2.041767314
3.21;81;-2.061495644;-1.931985158;-1.987639761;-1.976551174
3.21;81;-2.201670274;-2.120206746;-1.902512043;-2.318753009
3.21;81;-1.92298848;-2.226442664;-1.935575216;-1.867728125
3.21;81;-2.319950587;-1.710550699;-2.2480755;-2.093164389
3.21;81;-2.48003107;-2.045987385;-2.025660813;-2.835134754
3.21;81;-2.136565573;-1.896962805;-2.138445026;-2.309501562
3.21;81;-2.341802555;-2.199401274;-2.154271064;-2.203257613
3.21;81;-2.726042272;-2.035873939;-1.943395874;-3.276850084
3.21;81;-2.522568569;-1.910972674;-2.38231965;-2.363786497
3.21;81;-2.212770181;-1.886551246;-2.036881557;-2.971019757
3.21;81;-2.919336751;-3.304245891;-1.753014932;-2.517625073
3.21;81;-2.116764177;-2.49709959;-1.794374058;-2.137513193
3.21;81;-2.090381749;-2.2459073;-1.990899525;-1.811760757
3.21;81;-1.739584874;-2.142678224;-2.121051847;-1.583649469
3.21;81;-2.149482226;-2.344362918;-2.230920923;-2.31478058
3.21;81;-1.950919322;-1.657281744;-2.116005468;-2.010983137
3.21;81;-2.5622018;-2.143335962;-2.369729768;-2.934480961
3.21;81;-2.003147361;-2.151087381;-1.654766211;-1.89995083
3.21;81;-2.046673476;-2.066041636;-2.113424984;-2.051005116
3.21;81;-2.349606695;-2.403787326;-1.936347494;-2.187861588
3.21;81;-2.351270771;-1.908109618;-1.850668757;-2.589385835
3.21;81;-2.143980055;-2.090640183;-2.163483943;-2.357994758
3.21;81;-2.472421278;-2.20202435;-1.813395933;-2.192128222
3.21;81;-2.3730596;-2.085199437;-2.037044492;-2.228703284
3.21;81;-2.072519109;-1.778813009;-2.041072446;-2.330741648
3.21;81;-2.097090639;-1.997803;-2.013169291;-2.731868632
3.21;81;-2.674959181;-2.790266842;-1.688465993;-11.40959701
3.21;81;-3.371927712;-2.921357423;-1.898051345;-2.980081363
3.21;81;-2.191138416;-1.88965032;-2.162801854;-2.343305166
3.21;81;-2.52548798;-2.398676486;-2.428679352;-2.925671312
3.21;81;-2.358678166;-1.836229026;-1.789631909;-2.103631744
3.21;81;-2.28928391;-2.160014894;-2.343764207;-2.889200256
3.21;81;-2.122220307;-2.411360722;-1.864830867;-1.905577406
3.21;81;-2.046100386;-2.197520142;-1.873314785;-5.648749078
3.21;81;-1.957125542;-2.031865962;-2.169035299;-1.646277637
3.21;81;-2.079492757;-2.394269127;-1.985345124;-1.889147992
3.21;81;-1.837329138;-1.973293439;-1.964767326;-1.695623992
3.21;81;-2.921461528;-2.182482855;-1.96967232;-3.222631216
3.21;81;-2.667765292;-1.930789099;-1.967648794;-2.489033557
3.21;81;-2.946843156;-1.711749435;-2.188854439;-2.34250639
3.21;81;-2.00962434;-2.315941661;-2.363720119;-2.001582667
3.21;81;-2.130157784;-2.16069932;-1.807139402;-2.090339877
3.21;81;-2.320934548;-1.735218489;-2.662292534;-3.007207096
3.21;81;-2.029188448;-2.138659566;-2.428062839;-2.195553269
3.21;81;-2.716267451;-2.109428512;-1.665304327;-2.707343006
3.21;81;-2.012175948;-2.061866502;-2.027933063;-1.898746957
3.21;81;-2.358053875;-1.804505402;-2.263724794;-2.265275769
3.21;81;-2.198729161;-1.828677026;-2.191668605;-2.0226436
3.21;81;-2.531760884;-2.183273128;-2.092430408;-4.424229247
3.21;81;-2.204525866;-1.941190798;-1.964821594;-1.792667568
3.21;81;-2.127025532;-2.201337269;-2.009224504;-1.984361897
3.21;81;-2.161918448;-2.405635073;-1.918510264;-2.345091943
3.21;81;-2.483008744;-2.571054465;-1.818438216;-2.405042164
3.21;81;-1.978582504;-2.411056192;-2.008393027;-2.627658285
3.21;81;-1.980053006;-1.864992481;-1.971963508;-2.178586492
3.21;81;-2.586321006;-1.830580557;-1.734298818;-2.768844556
3.21;81;-2.033170041;-2.082356298;-1.970272609;-2.176272138
3.21;81;-2.264398563;-1.981176813;-2.493345862;-2.869699639
3.21;81;-2.296327549;-1.833733069;-1.75831333;-2.443152145
3.21;81;-2.359484375;-2.397246238;-2.267253584;-1.969150673
3.21;81;-2.20948616;-2.824931281;-2.078901864;-2.056990073
3.21;81;-2.355433024;-2.134712285;-1.883339464;-2.854762274
3.21;81;-1.939904525;-2.047386016;-1.730839037;-1.854154105
3.21;81;-2.416309195;-2.026724652;-2.078263145;-3.122985362
3.21;81;-2.283839807;-2.483371003;-1.835069467;-1.881137961
3.21;81;-2.057206932;-2.1512624;-1.964576317;-2.037847838
3.21;81;-2.244340247;-1.871667149;-2.088728327;-2.62111838
3.21;81;-2.908963698;-2.097695444;-2.54291663;-2.354639717
3.21;81;-1.944926709;-2.069522139;-2.253353039;-1.9068618
3.21;81;-2.950565879;-1.867283272;-2.392277109;-3.905488642
3.21;81;-2.340091697;-2.478977791;-1.714053392;-2.121775229
3.21;81;-2.413498998;-2.387253465;-2.294109694;-3.086985129
3.21;81;-3.894250254;-2.171891236;-2.201045526;-3.127824166
3.21;81;-2.034374412;-2.019056923;-2.418689605;-2.159374369
3.21;81;-2.632202772;-1.802763459;-2.758945315;-4.871292124
3.21;81;-2.599807269;-2.056193568;-1.945891098;-3.229312453
3.21;81;-2.365671224;-2.763996944;-1.903541939;-2.21147117
3.21;81;-2.277944393;-2.106725351;-2.075129395;-2.100521903
3.21;81;-2.596976033;-2.176921419;-2.211908949;-2.215032413
3.21;81;-2.109018226;-2.499567147;-1.876243183;-1.955330389
3.21;81;-2.448320539;-2.010201138;-2.049362649;-3.257943834
3.21;81;-2.068830392;-2.250872399;-1.813194455;-2.183765378
3.21;81;-1.925895776;-2.102346588;-2.333222839;-1.998165256
3.21;81;-2.003234678;-1.968029391;-2.054196235;-1.858923948
3.21;81;-3.20595824;-1.84381766;-1.814636746;-3.482733871
3.21;81;-2.37239951;-2.821483227;-1.93464997;-2.5770801
3.21;81;-2.287560995;-2.15528705;-2.24936602;-2.173250107
3.21;81;-2.151233925;-1.951674748;-1.907178888;-2.975324185
3.21;81;-2.003287266;-2.179083902;-1.861112181;-2.686572619
3.21;81;-2.194276082;-1.994523075;-1.950850748;-2.049675492
3.21;81;-2.264220503;-1.829434549;-1.974309491;-2.211406875
3.21;81;-2.108265089;-2.223824746;-1.703646441;-2.215603419
3.21;81;-2.48754507;-1.818339736;-2.230156719;-1.931124377
3.21;81;-2.053475449;-1.746113195;-1.911206945;-2.525249375
3.21;81;-2.444172045;-2.027714628;-1.978217005;-2.502419797
3.21;81;-2.635514591;-2.464833719;-1.946677922;-2.996074912
3.21;81;-1.941749467;-2.034740011;-1.824335357;-1.844064622
3.21;81;-2.470515612;-1.923320887;-2.056668615;-2.256977018
3.21;81;-2.38872658;-1.998250669;-1.943161748;-2.401640992
3.21;81;-2.799610442;-2.310241839;-1.894421444;-2.401486281
3.21;81;-2.622854945;-2.784046442;-1.855355319;-2.483495
3.21;81;-2.14365751;-1.89398151;-2.552552837;-2.007481987
3.21;81;-1.773497988;-1.979225297;-1.81012809;-1.634343507
3.21;81;-2.039766129;-1.653852962;-1.91304266;-1.880051173
3.21;81;-2.939516742;-1.992149577;-2.066561284;-2.338379169
3.21;81;-2.11359191;-1.949724105;-2.340712218;-2.034795212
3.21;81;-2.662240353;-1.874267673;-2.056280146;-2.124718917
3.21;81;-2.344401128;-2.255286415;-1.870012308;-2.911406817
3.21;81;-1.991025811;-1.87806882;-1.901925666;-2.488017009
3.21;81;-2.14496134;-1.875447425;-1.922659644;-1.911221553
3.21;81;-2.059228599;-1.868251968;-1.764441224;-1.915848172
3.21;81;-2.494628589;-2.388377319;-1.69947198;-2.062580564
3.21;81;-2.385575039;-2.257237221;-2.577837982;-2.367931929
3.21;81;-1.966611671;-1.899098242;-1.832367169;-1.87841897
3.21;81;-1.886446031;-2.056233628;-1.96853551;-1.738526515
3.21;81;-2.494975265;-1.821400187;-2.633141484;-2.164785557
3.21;81;-1.919175143;-2.013225712;-2.305324709;-1.813072948
3.21;81;-2.035547043;-1.863104703;-1.982183755;-2.464202903
3.21;81;-2.012217376;-1.9086041;-2.248803923;-1.962502075
3.21;81;-2.571585572;-1.756601913;-1.700556937;-2.528192779
3.21;81;-3.025856589;-2.053028374;-1.754621028;-2.566255484
3.21;81;-2.375918534;-2.503352226;-1.940352559;-2.588532006
3.21;81;-3.576941745;-2.52951099;-2.068832184;-3.190139859
3.21;81;-3.26351289;-2.849673045;-2.146259442;-2.690467788
3.21;81;-2.02229759;-3.072725055;-2.274017556;-1.818681805
3.21;81;-2.134163179;-1.772257468;-2.678777898;-2.327483282
3.21;81;-1.914379371;-1.874543141;-2.089881753;-2.145226432
3.21;81;-1.95022104;-1.995459157;-1.71831259;-1.94181417
3.21;81;-1.854915882;-1.704578258;-1.784166505;-1.674903546
3.21;81;-2.139230806;-1.725661052;-1.915111511;-2.402464172
3.21;81;-2.681777516;-1.859560504;-1.866747822;-2.968178169
3.21;81;-2.735931668;-2.183625508;-1.633006022;-2.491649729
3.21;81;-2.039130133;-2.512987723;-2.02708611;-2.436253901
3.21;81;-2.461929481;-1.970144697;-2.198348909;-2.287213296
3.21;81;-2.444097797;-2.349992451;-2.218359789;-2.320848166
3.21;81;-2.088794067;-2.150737274;-1.746951541;-2.138333056
3.21;81;-1.760645307;-1.942070875;-2.274493528;-1.635832366
3.21;81;-3.048549405;-1.658312617;-2.1778789;-2.273066644
3.21;81;-2.215365893;-2.287644185;-1.689262481;-2.082131438
3.21;81;-2.102459343;-2.403824529;-1.660808566;-1.798210898
3.21;81;-2.53100067;-1.948500609;-1.837010074;-2.244267792
3.21;81;-3.415193594;-1.93857063;-2.327284193;-2.959406704
3.21;81;-2.498840667;-2.153745516;-1.854817942;-2.454543317
3.21;81;-2.502820897;-2.398580487;-2.058297326;-3.116389568
3.21;81;-2.566892045;-2.11328927;-2.017595613;-2.655680447
3.21;81;-2.442738995;-2.426567337;-2.204734277;-3.036112436
3.21;81;-1.934542408;-1.744253279;-1.850085535;-1.631105735
3.21;81;-1.997883605;-1.851206976;-1.784606927;-1.842486401
3.21;81;-3.08549963;-2.330175016;-1.808058114;-2.647763765
3.21;81;-2.42248318;-1.78607254;-2.184679844;-2.698418508
3.21;81;-2.362229322;-2.598206484;-1.993176357;-2.748963416
3.21;81;-2.333287902;-2.033908391;-1.72508866;-2.300169898
3.21;81;-2.048361136;-2.7806576;-2.485027476;-1.823112703
3.21;81;-2.134279638;-1.987475179;-2.159065886;-1.962498385
3.21;81;-2.211864076;-2.522748633;-2.938796811;-1.986345894
3.21;81;-2.329219615;-1.898007968;-2.089701792;-2.44970824
3.21;81;-2.446368362;-2.032842575;-1.989781813;-2.792533395
3.21;81;-2.903781805;-1.667191875;-1.813116905;-3.66796759
3.21;81;-2.462514398;-2.013568254;-2.112867255;-2.880118133
3.21;81;-2.255153173;-1.944501403;-1.641929417;-2.30739152
3.21;81;-2.127386936;-2.031290079;-1.865074439;-2.003651551
3.21;81;-2.082936515;-1.884115834;-1.79096919;-1.888521251
3.21;81;-2.101410298;-1.681769992;-1.962524186;-2.804956025
3.21;81;-3.100429424;-2.248907693;-2.046031189;-2.727119458
3.21;81;-1.949268561;-2.562180935;-1.666840015;-1.882833513
3.21;81;-2.231788314;-1.707099959;-1.591180976;-2.638360819
3.21;81;-2.145874253;-2.242212474;-2.332874043;-3.180478255
3.21;81;-1.970874447;-1.981558318;-1.647872147;-2.138730515
3.21;81;-2.201935717;-2.009594971;-1.995092366;-2.46629971
3.21;81;-2.40643105;-2.308557893;-1.845792386;-4.024074805
3.21;81;-2.507119454;-2.602539076;-1.874221684;-3.68011525
3.21;81;-2.126409449;-2.169009037;-2.035699172;-2.309216427
3.21;81;-2.357842268;-2.131850529;-1.832252451;-2.296459812
3.21;81;-2.359995933;-2.840777317;-2.161872063;-2.298894219
3.21;81;-2.726238958;-2.272678307;-2.12985446;-2.436337049
3.21;81;-1.942420225;-2.255238802;-2.030364547;-1.825459313
3.21;81;-2.517770298;-1.856233277;-2.179530298;-2.702827955
3.21;81;-2.470913213;-2.549714522;-1.9968517;-4.348119003
3.21;81;-1.799468294;-2.230175941;-1.695838416;-1.568638801
3.21;81;-1.88518765;-1.862106819;-2.208923936;-1.727030503
3.21;81;-2.398874561;-2.113776067;-2.286772709;-3.311282502
3.21;81;-2.09603001;-2.410500206;-1.666607185;-2.532322993
3.21;81;-1.909184393;-2.11705765;-1.787467626;-1.694848661
3.21;81;-2.384759137;-1.74268204;-2.001565785;-2.846588771
3.21;81;-3.052659752;-2.162758014;-1.975585166;-2.65691266
3.21;81;-2.121175909;-2.627221727;-1.830504651;-2.158452236
3.21;81;-2.495018246;-1.94579752;-2.157056982;-2.789213093
3.21;81;-2.237996983;-2.332145222;-2.908952794;-2.443043296
3.21;81;-2.275117587;-2.001548101;-1.859642626;-2.104490992
3.21;81;-2.12245608;-1.846881496;-2.071030391;-2.323857378
3.21;81;-2.797484595;-1.89732992;-2.050151509;-2.646035372
3.21;81;-2.877015489;-2.085485452;-1.969498982;-3.650751645
3.21;81;-3.820124561;-2.263437361;-1.81297947;-5.732627431
3.21;81;-2.416887755;-2.666199652;-1.96044443;-2.618434097
3.21;81;-1.667418262;-2.285453764;-2.418842633;-1.69108077
3.21;81;-2.282148364;-2.002374791;-2.541744981;-2.301433229
3.21;81;-1.834908701;-2.167367826;-2.032255858;-1.845512152
3.21;81;-1.815680166;-1.725610643;-1.662342029;-1.930765837
3.21;81;-2.604580828;-1.857887512;-1.926574756;-2.553400797
3.21;81;-2.196408101;-2.53658916;-1.712512242;-2.086007468
3.21;81;-2.245844935;-1.941250218;-1.873469913;-2.297271683
3.21;81;-1.913519697;-1.886486177;-2.232131016;-1.737963614
3.21;81;-2.221397232;-1.846541544;-1.792229918;-2.090506158
3.21;81;-1.966649767;-1.892273879;-1.779534178;-2.366568093
3.21;81;-2.203610834;-1.914524288;-1.657951463;-2.048997904
3.21;81;-2.610823431;-2.3165924;-1.642364191;-2.536843227
3.21;81;-1.81339663;-2.365266814;-1.90932923;-1.879559068
3.21;81;-2.251417926;-1.749561389;-1.89899183;-1.918637485
3.21;81;-1.926791007;-1.96814964;-2.057666361;-1.694696451
3.21;81;-2.555129099;-1.806930601;-2.122795778;-2.874607338
3.21;81;-2.224097095;-2.139665383;-1.708323842;-2.2812279
3.21;81;-1.900641709;-1.96095156;-2.053146032;-1.847664081
3.21;81;-2.054545067;-1.790976768;-2.252600986;-1.911726368
3.21;81;-2.304698755;-1.889673834;-2.342075836;-1.856034773
3.21;81;-1.945366665;-1.919822274;-1.912639312;-2.059051147
3.21;81;-2.014131875;-1.788538752;-1.919669263;-2.379698973
3.21;81;-2.827016779;-2.187674339;-1.714185128;-4.094494814
3.21;81;-2.679004343;-2.329035363;-1.992529826;-3.116794529
