L;n;alfa.MV;alfa.GA;alfa.LN;alfa.LC
3.21;81;-2.098618702;-2.124126882;-2.349267075;-1.947036176
3.21;81;-3.018576655;-2.52608459;-1.845635811;-2.337397164
3.21;81;-1.814628173;-1.63533554;-2.103785729;-2.156606263
3.21;81;-1.726872341;-2.422989321;-1.904015165;-1.558428967
3.21;81;-2.554178851;-2.386026674;-1.930093688;-3.96453614
3.21;81;-2.982190435;-2.475603624;-1.957247989;-2.994610658
3.21;81;-2.449893396;-2.122180265;-2.132379763;-3.114873245
3.21;81;-2.364187632;-1.960861257;-2.067898637;-1.792149919
3.21;81;-2.033636074;-2.062704492;-2.70774932;-1.773329807
3.21;81;-2.418282587;-2.012357429;-1.817863448;-2.399149856
3.21;81;-2.073674336;-2.841025286;-2.386755447;-2.042911029
3.21;81;-4.437697607;-1.870226738;-2.207993787;-3.522781805
3.21;81;-2.206106064;-2.387285868;-2.022927293;-2.505663512
3.21;81;-2.148434226;-2.590426376;-2.239554245;-2.075995563
3.21;81;-2.729226213;-1.821666729;-2.061045049;-2.383366022
3.21;81;-2.574922202;-1.790875932;-1.763407571;-3.018457304
3.21;81;-3.196703373;-1.969873039;-1.682919603;-2.906071364
3.21;81;-2.737107463;-2.469057815;-1.92562953;-3.710335648
3.21;81;-1.843617578;-1.92969965;-2.09680269;-2.362897502
3.21;81;-2.089933186;-2.047738112;-2.562530742;-1.848855238
3.21;81;-1.882035489;-1.840030219;-2.057101836;-1.721567595
3.21;81;-2.407092483;-1.856954854;-1.720864136;-2.384385047
3.21;81;-2.100924974;-2.232291964;-1.825549098;-1.867622202
3.21;81;-2.162272303;-2.405881678;-2.017323459;-1.919139012
3.21;81;-2.609299576;-2.08739011;-1.853076405;-3.517988267
3.21;81;-2.225129305;-1.983257495;-2.450511153;-1.820575202
3.21;81;-2.253768502;-2.396826033;-2.163758217;-3.234968422
3.21;81;-2.220773932;-2.417907049;-1.794653554;-2.165333981
3.21;81;-1.943591609;-1.867956297;-1.677063215;-1.787671498
3.21;81;-2.05978654;-2.220638394;-2.714176175;-1.813701811
3.21;81;-2.437961784;-2.023938234;-2.122468574;-2.323189252
3.21;81;-2.095152923;-2.092795713;-1.894487252;-2.132030019
3.21;81;-2.358280368;-2.43102279;-1.651988736;-2.270156509
3.21;81;-2.146959047;-1.8303197;-1.716940659;-2.203568246
3.21;81;-1.986478139;-1.914747305;-1.695366023;-2.08618066
3.21;81;-1.943327173;-2.511335734;-1.977923512;-1.734060655
3.21;81;-2.494459381;-2.083735669;-1.661834112;-2.849019477
3.21;81;-1.786745965;-2.118578053;-1.956102703;-1.708322106
3.21;81;-2.340353672;-2.092080175;-1.781877715;-2.054119444
3.21;81;-1.911494249;-1.742839854;-2.461734583;-1.735350635
3.21;81;-2.864508628;-2.130562456;-1.836792471;-3.51301999
3.21;81;-2.195414455;-1.98297558;-1.906532517;-2.164224724
3.21;81;-2.169579172;-2.032152551;-1.928976421;-2.868204364
3.21;81;-2.259235931;-1.799605711;-1.811953207;-2.154914738
3.21;81;-2.235432709;-2.076557752;-2.2607287;-2.486780906
3.21;81;-2.515984854;-2.446276819;-2.051079392;-4.489942364
3.21;81;-1.937704919;-2.059422082;-1.976701846;-1.85486908
3.21;81;-2.445472218;-2.015694451;-1.708955709;-2.694847142
3.21;81;-1.829989714;-2.12363978;-1.937374887;-1.860271224
3.21;81;-2.877292793;-1.895360023;-1.965433329;-2.65791242
3.21;81;-2.368194949;-1.59726574;-1.908645846;-2.505469663
3.21;81;-1.842436399;-2.006919525;-2.396534071;-1.885483172
3.21;81;-2.002961015;-1.635320895;-1.798104881;-1.96672086
3.21;81;-1.918103388;-2.475338879;-2.017615295;-1.875522404
3.21;81;-2.109913096;-2.099632835;-2.875019155;-1.87382904
3.21;81;-3.013142506;-1.743182963;-1.918922496;-2.708801132
3.21;81;-2.336916571;-2.148647661;-1.810130352;-2.128061535
3.21;81;-1.956143567;-2.440112367;-1.941961011;-1.905817026
3.21;81;-2.191803665;-3.138283767;-2.054117499;-2.116742672
3.21;81;-2.207962837;-2.073403262;-1.97219421;-2.039107185
3.21;81;-2.652678601;-2.104905032;-1.932351413;-2.846639867
3.21;81;-2.351870903;-2.007215091;-2.762615594;-2.449471549
3.21;81;-3.259740547;-2.195112405;-1.840101137;-3.091552265
3.21;81;-2.222190692;-2.392254544;-1.858133921;-1.702229492
3.21;81;-2.414921966;-1.969879633;-2.178696536;-2.688305739
3.21;81;-2.380472816;-2.876406948;-1.907618525;-2.58183441
3.21;81;-2.090095326;-1.972262969;-1.983849214;-2.151690374
3.21;81;-2.684954363;-2.260170237;-1.672785729;-2.459079791
3.21;81;-1.796477306;-2.225218159;-2.133522132;-1.885616606
3.21;81;-2.105779615;-2.475315929;-2.409900509;-2.560290725
3.21;81;-2.463439979;-1.861778993;-2.049904531;-3.251217756
3.21;81;-2.712608654;-2.483429317;-1.910596452;-2.70557304
3.21;81;-2.299736497;-2.026619049;-2.924779889;-2.197522238
3.21;81;-3.264821356;-1.899348016;-1.797763325;-5.578974825
3.21;81;-2.069724178;-1.923206265;-1.687314682;-1.912371912
3.21;81;-1.984894906;-3.114091733;-1.722102543;-1.896550981
3.21;81;-1.858949274;-1.960583269;-2.453378724;-1.617734649
3.21;81;-2.938646253;-1.666245687;-2.228059032;-3.346527852
3.21;81;-2.215531848;-2.141175778;-1.756526851;-2.403610334
3.21;81;-1.996924187;-2.064124671;-1.647932033;-1.843557332
3.21;81;-1.889823407;-1.944616517;-2.159630593;-1.971532001
3.21;81;-2.081371554;-1.967996614;-1.946248665;-1.897759157
3.21;81;-2.367491918;-2.728743381;-2.091390285;-2.001690193
3.21;81;-1.938996832;-2.076704105;-2.521408064;-1.92698219
3.21;81;-2.706677237;-1.758161466;-2.444876361;-2.472878613
3.21;81;-2.266923704;-2.482383345;-3.388012748;-2.326570565
3.21;81;-1.971589291;-2.407985968;-1.678709637;-1.719115897
3.21;81;-2.185717984;-2.126976867;-1.721100118;-1.963962037
3.21;81;-3.134276477;-2.70237932;-1.783958159;-3.512471924
3.21;81;-2.273515294;-2.502475156;-1.988927772;-2.454762617
3.21;81;-2.734026864;-2.262626797;-1.895633548;-2.733373882
3.21;81;-3.219681922;-1.639154851;-1.708732697;-2.466719912
3.21;81;-2.261603748;-1.715979871;-1.937492255;-2.036056958
3.21;81;-2.277242399;-1.832408453;-1.819996548;-2.030657059
3.21;81;-2.198898205;-1.939032231;-1.962869826;-2.367062585
3.21;81;-2.080971656;-1.954498961;-1.78142324;-1.928839063
3.21;81;-2.04304607;-1.856005744;-1.656891632;-2.11534182
3.21;81;-2.416827223;-2.311532015;-2.223113389;-2.673528318
3.21;81;-2.010327539;-2.155182533;-2.008702692;-1.874228898
3.21;81;-2.374746758;-1.870176994;-2.500130009;-2.203174307
3.21;81;-2.346316987;-2.844374878;-2.587381425;-2.094929329
3.21;81;-2.77480583;-1.654009921;-1.607423458;-2.350431806
3.21;81;-2.540162367;-2.440595366;-2.136837897;-3.499360956
3.21;81;-2.315124927;-2.393191998;-2.17781072;-3.326156131
3.21;81;-2.288673674;-2.055064658;-2.144182991;-2.004604463
3.21;81;-2.412301378;-2.47342019;-2.329793898;-2.508658144
3.21;81;-2.20269331;-1.874491114;-1.719362865;-2.219133611
3.21;81;-2.984571151;-1.87352882;-1.845373793;-2.529647189
3.21;81;-1.916669494;-2.317993198;-2.172742682;-2.603159886
3.21;81;-2.276764034;-1.997847225;-1.735760605;-2.204158635
3.21;81;-2.10856325;-2.102179013;-1.817329149;-2.390955861
3.21;81;-2.9972623;-2.170189247;-2.080094754;-2.265935968
3.21;81;-2.252021997;-1.937200834;-1.930082674;-2.507816535
3.21;81;-2.163712939;-2.087208787;-2.187847825;-2.084633462
3.21;81;-2.441549169;-1.872848117;-1.943865003;-2.491259564
3.21;81;-2.747822829;-2.355868219;-1.992181871;-2.643937448
3.21;81;-2.373312055;-1.922959234;-1.945514163;-2.710117744
3.21;81;-1.904550632;-2.541752045;-2.264826278;-2.213851532
3.21;81;-1.903413209;-1.630979205;-1.675357517;-1.861279444
3.21;81;-2.607215841;-2.240119194;-2.154325456;-3.025203691
3.21;81;-1.891511006;-2.185323101;-2.176258743;-1.962481488
3.21;81;-2.432258104;-1.977633214;-1.93228063;-2.566561094
3.21;81;-2.270177589;-2.15960222;-1.880987592;-1.921857005
3.21;81;-2.295091193;-2.025593536;-1.753873514;-2.652459504
3.21;81;-2.173069417;-2.180747418;-2.469689621;-1.904069046
3.21;81;-2.160781535;-2.092264777;-2.302653685;-2.3646229
3.21;81;-2.537536886;-1.790356856;-1.887477956;-2.292770646
3.21;81;-2.372227616;-1.842309726;-1.684369806;-2.487054284
3.21;81;-2.681768858;-1.829437201;-1.863662563;-2.789735394
3.21;81;-2.005048227;-1.829961765;-1.890161935;-2.302922742
3.21;81;-3.942413193;-2.73519039;-2.50995247;-3.75626254
3.21;81;-2.412800578;-2.148192882;-1.946947752;-2.044680831
3.21;81;-1.928792843;-2.570917497;-2.282458621;-1.859253866
3.21;81;-1.974275422;-1.82118856;-2.054940413;-1.881090158
3.21;81;-2.223612446;-1.90871662;-1.906587011;-2.372559141
3.21;81;-1.809830566;-2.132907242;-2.177121951;-1.860557525
3.21;81;-2.504373566;-2.251819421;-1.652480466;-3.127749358
3.21;81;-2.300341688;-1.995247271;-1.760404383;-3.221247563
3.21;81;-2.666716928;-2.312242123;-1.982296962;-2.942320248
3.21;81;-2.202036601;-1.914491652;-1.854364178;-2.064888225
3.21;81;-3.073205537;-2.075804639;-2.000325821;-3.383584997
3.21;81;-2.427928587;-1.922542402;-1.893750637;-2.323563287
3.21;81;-2.349261402;-2.133511342;-2.560070891;-2.528263519
3.21;81;-2.017944842;-2.182871138;-1.998801687;-2.165834311
3.21;81;-2.335300753;-1.953774022;-1.741035914;-2.391159738
3.21;81;-2.99976764;-2.80086726;-2.140553053;-4.987688113
3.21;81;-2.06607491;-2.085901587;-1.905081843;-2.164056361
3.21;81;-2.717346644;-2.266016725;-1.991719221;-2.719732348
3.21;81;-1.889779077;-1.873209089;-1.760491198;-2.053564613
3.21;81;-2.167225659;-2.257606992;-2.110172801;-2.782156965
3.21;81;-2.038012662;-1.79936371;-2.268952445;-2.407499146
3.21;81;-2.363644886;-2.593838334;-1.953112833;-2.354899295
3.21;81;-2.2872526;-2.074662399;-1.853971672;-2.585869576
3.21;81;-2.538735244;-3.158690908;-2.622758938;-2.763706413
3.21;81;-2.049972927;-2.412865408;-2.096414004;-1.9626796
3.21;81;-2.836445758;-1.962346713;-1.813762879;-2.658767095
3.21;81;-3.201567852;-2.495239409;-2.077239819;-2.986240568
3.21;81;-2.031739295;-2.000265076;-1.850935784;-2.160640217
3.21;81;-2.484686346;-2.285922378;-1.829442046;-2.149597184
3.21;81;-2.877824005;-2.288110473;-1.955859747;-4.929196338
3.21;81;-1.885354752;-2.309320736;-1.901870461;-1.769236547
3.21;81;-2.433179225;-2.087099651;-1.776657833;-2.215194989
3.21;81;-1.918512365;-1.721153509;-1.63823942;-1.956855104
3.21;81;-2.016037121;-2.754921723;-2.81845425;-2.339231144
3.21;81;-2.48668949;-2.131707953;-1.893692608;-3.610357197
3.21;81;-3.010965091;-2.540167696;-1.963440926;-15.15582373
3.21;81;-1.84974788;-2.572163583;-2.289238265;-1.920354204
3.21;81;-1.956059852;-2.581267198;-2.42387595;-1.786418702
3.21;81;-2.574589907;-2.164543831;-2.040315656;-2.372098751
3.21;81;-2.262704819;-1.734176195;-1.646181133;-1.851279401
3.21;81;-2.338397627;-2.313845758;-2.323491942;-2.605095619
3.21;81;-2.745258517;-2.125183105;-2.018695275;-5.050850204
3.21;81;-2.122721558;-2.323303188;-1.694492183;-1.975280758
3.21;81;-2.572127487;-2.714631909;-1.958884273;-3.148964501
3.21;81;-2.64083537;-2.01664295;-1.724642366;-3.72152632
3.21;81;-2.075980224;-1.977816648;-1.839531104;-2.096288014
3.21;81;-1.983360924;-1.886626374;-1.855871016;-1.988459499
3.21;81;-1.899811328;-2.307230454;-1.923591393;-1.648972971
3.21;81;-2.126675121;-2.258583234;-1.776698631;-1.680151177
3.21;81;-2.199237767;-1.908758445;-2.151102064;-1.904836992
3.21;81;-2.181110603;-1.951374964;-2.333065074;-2.254285872
3.21;81;-2.36061748;-2.014938655;-1.888153255;-2.260455569
3.21;81;-1.935418457;-1.859054268;-2.118419648;-1.810680055
3.21;81;-1.933654122;-1.825861044;-1.869355931;-2.099576846
3.21;81;-2.521019851;-2.173890518;-2.217706473;-2.3123738
3.21;81;-2.250231403;-1.863279683;-2.24947426;-2.199589235
3.21;81;-2.40674814;-2.333687404;-1.85126264;-2.293906201
3.21;81;-2.199699701;-2.463831358;-1.778762644;-2.106189474
3.21;81;-2.575324966;-1.953288963;-1.747410314;-2.237540954
3.21;81;-1.847165299;-1.899206965;-1.919857167;-1.830734093
3.21;81;-1.857986861;-2.266897635;-2.037990537;-1.745851342
3.21;81;-2.924328765;-2.789915594;-1.612916233;-9.793108316
3.21;81;-2.52300883;-1.876184162;-1.665787505;-2.700363663
3.21;81;-2.531723127;-1.993501082;-2.25410494;-2.498734856
3.21;81;-2.549429125;-2.631043971;-1.878308879;-3.328467918
3.21;81;-2.915890517;-1.787359161;-1.663199743;-4.01452931
3.21;81;-1.894118272;-2.358422644;-1.736939126;-1.922075427
3.21;81;-2.470940412;-2.217025252;-1.882689843;-2.21134289
3.21;81;-2.04469946;-2.108213927;-1.901790409;-2.088653519
3.21;81;-1.818373936;-2.02803665;-1.961758927;-2.104908532
3.21;81;-1.959351712;-2.185042102;-2.049387798;-1.799217079
3.21;81;-2.046608215;-2.245636243;-2.077914678;-1.837291751
3.21;81;-2.408187854;-2.331467697;-1.745399647;-2.344985446
3.21;81;-2.094609684;-2.813716157;-2.009129734;-2.581928393
3.21;81;-2.884981401;-1.8064148;-1.804734596;-2.186040403
3.21;81;-2.130450735;-2.125994732;-1.592310597;-2.970541542
3.21;81;-1.943580973;-2.383390034;-2.019941794;-1.811455902
3.21;81;-2.736703717;-2.209568773;-2.170129191;-2.312132706
3.21;81;-2.711168929;-2.103677031;-1.944857661;-2.72782722
3.21;81;-2.213848233;-2.484192432;-2.2585261;-1.967110346
3.21;81;-2.090652042;-1.739284774;-2.352926593;-1.862613085
3.21;81;-2.346772888;-2.214660533;-1.658693807;-2.087783789
3.21;81;-2.518313356;-1.768231662;-2.252237153;-2.476808584
3.21;81;-2.297170343;-1.845528567;-1.984195228;-3.098915318
3.21;81;-2.15634579;-2.284058578;-2.271656022;-1.917291016
3.21;81;-2.409915634;-2.07045056;-1.960227768;-2.402558864
3.21;81;-2.999449034;-2.306150739;-1.590823025;-3.934983706
3.21;81;-2.641627668;-2.115703601;-2.275551696;-2.621768879
3.21;81;-2.35853292;-2.087729845;-1.7632369;-2.477058554
3.21;81;-1.856903325;-2.215958882;-1.851643042;-1.915698034
3.21;81;-2.239851422;-1.642798723;-1.995396519;-2.017884613
3.21;81;-1.873033631;-2.23256099;-1.651752684;-1.750077038
3.21;81;-2.05083342;-2.485501996;-1.808476707;-2.402339513
3.21;81;-2.46294767;-2.161226377;-2.168878223;-2.118715685
3.21;81;-2.613309095;-2.095821415;-1.854949018;-2.571798382
3.21;81;-2.56210787;-2.415325783;-2.101019313;-2.079454647
3.21;81;-2.403963163;-2.118998874;-2.485004748;-2.221446774
3.21;81;-2.333281993;-1.920659624;-2.090619066;-3.399511612
3.21;81;-2.160445318;-2.346005163;-1.836909628;-2.229845674
3.21;81;-1.995533519;-1.76637435;-1.224127338;-2.005863187
3.21;81;-1.897616048;-2.025109267;-2.578249231;-1.765214611
3.21;81;-2.200756049;-2.072959974;-1.799980731;-2.154420042
3.21;81;-2.509181509;-1.937806508;-1.878257705;-2.303350245
3.21;81;-2.251881055;-2.106991101;-1.857352884;-2.066076421
3.21;81;-2.058007359;-2.290778137;-2.281567414;-1.886625709
3.21;81;-2.230852868;-1.945690026;-2.029308636;-2.825616394
3.21;81;-2.20069606;-1.961851508;-1.91620274;-2.393918145
3.21;81;-1.874204523;-1.926588174;-1.841791068;-1.768008381
3.21;81;-1.942310992;-2.599911711;-1.986772838;-1.784704649
3.21;81;-2.319816789;-2.079481275;-2.985635679;-2.112364707
3.21;81;-2.136554788;-1.706532935;-2.096876572;-1.965877787
3.21;81;-1.865498782;-1.924786429;-1.80971046;-2.034409114
3.21;81;-1.894272129;-1.941603426;-1.627887262;-1.983197886
3.21;81;-2.28502221;-1.964900862;-1.903697367;-2.175341786
3.21;81;-2.341075955;-2.09675496;-1.831321163;-2.775597931
3.21;81;-2.11982811;-2.054103055;-1.903173259;-2.779079537
3.21;81;-2.422893676;-1.95878258;-1.947144057;-1.943728482
3.21;81;-2.812930831;-1.849366586;-1.715513789;-3.62488317
3.21;81;-1.972090407;-2.281048918;-2.271431784;-1.895164629
3.21;81;-2.712112386;-1.799555447;-2.098024412;-2.717386981
3.21;81;-2.05006748;-2.411196419;-1.860795554;-1.899441225
3.21;81;-2.557340156;-2.070563383;-2.301633556;-2.896871172
3.21;81;-2.5059598;-1.622718314;-1.624431111;-2.611351476
3.21;81;-2.068713692;-2.441728906;-1.789633396;-2.047932495
3.21;81;-2.156977831;-2.449228978;-1.997616149;-2.194079345
3.21;81;-2.086789843;-1.795791726;-1.849405292;-2.075157251
3.21;81;-2.802381902;-1.702678;-1.589182178;-11.0867543
3.21;81;-2.140171954;-1.755962082;-1.921341951;-2.291047828
3.21;81;-2.420110043;-1.927842028;-1.870005329;-2.148711631
3.21;81;-2.65051717;-1.879746154;-1.91937903;-2.361566387
3.21;81;-2.468883969;-2.138138033;-2.192519202;-2.48262859
3.21;81;-2.586584801;-2.243437454;-2.118094184;-2.671011037
3.21;81;-2.391675486;-1.788242353;-2.004901503;-2.214617999
3.21;81;-2.400650966;-1.890174988;-2.007142882;-2.037929015
3.21;81;-2.116142986;-1.939741513;-1.869834745;-2.417024051
3.21;81;-2.15433404;-2.50721554;-2.451297642;-2.025274763
3.21;81;-2.218089549;-2.235943969;-1.813177628;-2.290262967
3.21;81;-1.636429696;-1.83624692;-2.30270516;-1.478879585
3.21;81;-2.164018795;-2.322632365;-1.479651685;-1.899811623
3.21;81;-2.773583659;-2.028347465;-2.018424207;-2.326472804
3.21;81;-2.21156709;-1.972558471;-2.324224546;-2.086055626
3.21;81;-2.442465546;-2.198045592;-1.858358953;-2.828321104
3.21;81;-2.3244889;-2.12707072;-1.872691744;-3.488739696
3.21;81;-2.156334025;-2.434173395;-2.44163116;-2.022610052
3.21;81;-2.087745092;-2.017056513;-2.070131895;-2.083572737
3.21;81;-1.899104083;-1.691730257;-2.020674708;-1.773897486
3.21;81;-1.924052838;-1.651916493;-1.713636792;-1.91188533
3.21;81;-2.437472235;-2.413830429;-1.671489546;-2.592777136
3.21;81;-2.039636025;-1.956472874;-2.491016701;-2.381760381
3.21;81;-1.826891032;-1.890398495;-1.78522732;-1.727795266
3.21;81;-2.188824271;-2.092551068;-1.854866489;-2.383228915
3.21;81;-2.680332332;-2.445496724;-2.0212839;-3.118396497
3.21;81;-2.119659194;-2.052367261;-2.620455466;-2.887924735
3.21;81;-2.384542889;-2.325608546;-1.871706769;-2.086472669
3.21;81;-2.217490378;-1.77962631;-2.043001414;-2.052454272
3.21;81;-2.794986888;-2.375026976;-1.945508384;-3.040028093
3.21;81;-2.145456714;-2.276332397;-2.447251704;-2.102065022
3.21;81;-2.206524646;-2.968701935;-2.035062021;-1.954846839
3.21;81;-2.097112825;-2.461903956;-1.912120037;-2.570046911
3.21;81;-2.59328981;-2.086611717;-1.798578416;-2.730220743
3.21;81;-3.107608353;-2.39389565;-2.130219189;-3.027805732
3.21;81;-1.883625807;-1.863515035;-2.796090516;-1.772444082
3.21;81;-1.975151042;-2.351668008;-1.752132152;-1.872542199
3.21;81;-2.119422126;-2.027225957;-1.81656101;-2.673332276
3.21;81;-2.303125659;-2.274437212;-2.526144076;-2.188868718
3.21;81;-3.130247052;-2.694154353;-2.036788182;-5.553930207
3.21;81;-2.038767122;-1.847426247;-2.586936571;-1.869120316
3.21;81;-2.814944682;-2.594656409;-1.773757575;-2.626962254
3.21;81;-2.109716332;-1.890438287;-2.35046216;-2.198279275
3.21;81;-2.035505569;-1.800723916;-1.795967513;-1.750832489
3.21;81;-2.124732904;-1.872495152;-1.889445061;-1.819398944
3.21;81;-2.47677991;-1.913952369;-1.837702494;-2.98986983
3.21;81;-2.288785592;-2.16449021;-2.113661843;-3.674262122
3.21;81;-2.295689123;-2.166969581;-1.922817991;-2.391548447
3.21;81;-2.119359964;-1.998464417;-2.325991867;-2.301587995
3.21;81;-2.001379778;-1.7585525;-1.746515023;-2.072275266
3.21;81;-2.280178849;-2.001507964;-1.90867634;-2.53325357
3.21;81;-2.279921072;-2.044950192;-2.154213068;-2.196720667
3.21;81;-2.20479111;-2.036875256;-2.077270446;-3.316376991
3.21;81;-2.345824537;-2.15396465;-1.913922678;-2.20829051
3.21;81;-2.165480044;-2.040781929;-1.789487478;-2.103750675
3.21;81;-2.325441202;-2.252518281;-1.912163221;-2.125197421
3.21;81;-2.38985561;-2.073433363;-1.819100429;-2.477965277
3.21;81;-2.365247234;-2.37001901;-1.773487752;-2.919531788
3.21;81;-2.298864824;-2.292418962;-2.399823667;-2.261302487
3.21;81;-1.934415402;-1.903313888;-2.000251168;-2.054274394
3.21;81;-1.865074046;-1.712757768;-1.971079194;-2.057702303
3.21;81;-2.909724484;-2.270073711;-1.790819178;-2.710030693
3.21;81;-1.9114322;-1.913113016;-2.051297947;-1.931803792
3.21;81;-1.9773276;-2.574550105;-1.871528476;-2.246175522
3.21;81;-2.151863319;-2.068008428;-1.95915941;-2.078696935
3.21;81;-1.905381588;-2.059326248;-2.391061927;-1.708253609
3.21;81;-1.997672981;-1.715353242;-1.883725947;-1.911506792
3.21;81;-2.089603809;-2.290054943;-1.838616684;-1.753344949
3.21;81;-2.347031633;-2.447179795;-1.968890027;-2.324129796
3.21;81;-2.476693935;-2.203561484;-2.024366452;-2.504411949
3.21;81;-2.535450552;-1.961036193;-1.946355379;-2.498512352
3.21;81;-2.270238289;-1.944467603;-1.876927623;-3.763814064
3.21;81;-2.387505028;-2.439143269;-2.045686097;-2.532389228
3.21;81;-2.166877895;-2.102230833;-2.897963304;-2.419075454
3.21;81;-2.44161229;-2.097826115;-2.030315508;-2.362425093
3.21;81;-2.112655147;-2.907886003;-1.948430329;-2.0649782
3.21;81;-2.576966415;-2.009893463;-2.13362266;-2.819777399
3.21;81;-1.923712946;-2.037731863;-1.770560034;-1.957110921
3.21;81;-2.069452887;-2.1502288;-1.838781132;-1.852724338
3.21;81;-2.072918212;-2.006990106;-2.086463791;-1.802100701
3.21;81;-1.950936521;-2.333514605;-1.926782716;-1.879827857
3.21;81;-2.202629897;-2.326729474;-2.150496035;-1.970884319
3.21;81;-2.415617591;-2.088210994;-2.137268732;-2.175006983
3.21;81;-2.248792719;-1.852547077;-1.976552329;-2.080337832
3.21;81;-2.123365516;-1.989487642;-1.788170834;-1.99218724
3.21;81;-2.573552636;-2.039172877;-1.844903799;-2.641799421
3.21;81;-1.660543183;-2.332512139;-1.931724402;-1.546156287
3.21;81;-2.350551473;-2.011246585;-2.202089144;-4.326589887
3.21;81;-2.247442326;-1.815596422;-1.930507485;-2.29363976
3.21;81;-1.96853797;-2.474685422;-1.861293153;-1.865062722
3.21;81;-3.017686323;-2.201324853;-2.270958828;-2.847549346
3.21;81;-2.408736669;-2.449619516;-2.111685905;-2.116646965
3.21;81;-2.325280722;-1.924459988;-1.904072026;-2.12028738
3.21;81;-1.879008339;-2.638453735;-1.809283158;-2.221506754
3.21;81;-2.492146147;-2.061743453;-1.957241229;-2.419469427
3.21;81;-2.360072859;-1.961124646;-2.213778263;-2.295996222
3.21;81;-2.202849025;-2.317862734;-1.907478538;-2.230052112
3.21;81;-2.244476651;-1.707831375;-2.083834422;-2.400384041
3.21;81;-1.904278906;-2.025925104;-1.743823536;-1.744401734
3.21;81;-2.701134074;-2.39346319;-1.880978971;-2.124981877
3.21;81;-2.504730078;-2.368427533;-2.240181095;-2.3079021
3.21;81;-2.711346803;-2.379772532;-2.357161606;-3.744734025
3.21;81;-2.680050702;-2.072645016;-2.104408225;-2.368204943
3.21;81;-2.092871535;-1.72138539;-1.981916694;-2.45772917
3.21;81;-1.916269743;-1.66584345;-1.581170277;-1.717152307
3.21;81;-1.89070735;-2.328715012;-1.570603717;-1.792775554
3.21;81;-1.980990556;-2.119673866;-1.879677267;-2.416350679
3.21;81;-2.392454642;-2.69935931;-1.913472851;-2.320892454
3.21;81;-3.037060752;-2.330726361;-2.645667565;-3.358492121
3.21;81;-2.48258424;-2.109006446;-2.25540017;-2.617343834
3.21;81;-2.962766443;-1.948693408;-1.923101129;-2.379337122
3.21;81;-2.081348706;-1.91602647;-1.955567133;-1.838098742
3.21;81;-1.884798773;-2.292802761;-1.814878237;-1.924311956
3.21;81;-2.169203711;-2.084929105;-2.414012654;-2.142464226
3.21;81;-2.217166539;-2.252324114;-2.172066943;-2.665388526
3.21;81;-2.059332537;-2.212610568;-1.990606669;-2.188416245
3.21;81;-2.150235603;-1.919539262;-2.012045027;-2.249474513
3.21;81;-1.969032541;-2.559271991;-1.778879685;-1.998859019
3.21;81;-3.030602317;-1.851706933;-2.220556546;-3.348076933
3.21;81;-2.31623116;-2.493769532;-1.659880963;-2.415457077
3.21;81;-2.503111464;-2.161132684;-2.067721752;-2.813937585
3.21;81;-3.299625344;-2.031688762;-2.213967956;-7.789701393
3.21;81;-1.96848974;-1.769488086;-1.869923807;-2.106521512
3.21;81;-1.97154818;-2.201431375;-1.776880585;-1.839675998
3.21;81;-2.207809421;-1.959811623;-1.99996557;-2.358550833
3.21;81;-2.136598572;-2.24597005;-1.945814537;-2.317614254
3.21;81;-2.205783999;-2.289612562;-1.854826938;-3.269047468
3.21;81;-2.196623564;-2.339855013;-2.072274739;-2.052056355
3.21;81;-2.803944506;-2.167125869;-2.564629663;-3.26544261
3.21;81;-2.691672999;-2.252710106;-2.063978694;-2.883577803
3.21;81;-2.623388238;-2.212559858;-2.059316576;-2.514951648
3.21;81;-2.691391441;-2.349734477;-2.380189155;-2.89321735
3.21;81;-2.201628157;-2.035618365;-2.325062598;-2.503428319
3.21;81;-1.886488449;-2.073501434;-1.697711736;-1.872114165
3.21;81;-2.332221642;-2.161417792;-1.986683518;-2.949604966
3.21;81;-2.609294276;-4.602068206;-2.066284889;-2.451983169
3.21;81;-3.937683058;-2.221842554;-4.565806278;-20
3.21;81;-2.257013664;-2.163572982;-1.988517368;-2.01013215
3.21;81;-2.29234522;-2.449664018;-2.269001399;-2.322614925
3.21;81;-2.840167671;-1.809765868;-2.577866451;-3.756019204
3.21;81;-2.030560496;-2.173568462;-1.82501515;-2.149208473
3.21;81;-2.462911845;-1.80117338;-2.282898738;-3.202888114
3.21;81;-2.102627943;-2.304005499;-1.965182925;-1.902411968
3.21;81;-2.776387228;-2.65223705;-2.127711949;-2.686887728
3.21;81;-2.12222394;-2.111280973;-1.708442287;-2.064100283
3.21;81;-2.240120201;-1.666094334;-1.93142781;-1.980503181
3.21;81;-2.117014453;-2.378565918;-1.74206688;-2.221589209
3.21;81;-2.0886358;-2.389178558;-1.921176636;-14.4541118
3.21;81;-2.459030927;-2.502006377;-2.276612649;-2.443941521
3.21;81;-2.15845642;-1.742456939;-2.006183489;-2.222712294
3.21;81;-1.891737799;-2.04992953;-2.087200865;-2.213072309
3.21;81;-2.435399961;-2.339027613;-2.115451589;-2.28255638
3.21;81;-2.251252588;-2.353435884;-1.843219276;-2.070612773
3.21;81;-2.120995321;-2.15424058;-1.803092595;-2.593516783
