L,grilla,alfa,MV,alfa.GA,alfa.LN,alfa.LC
3,1.00E-04,-5,-7.382304304,-5.493721318,-3.628383299,-2.246017141
3,0.0101,-5,-7.549293881,-5.171352376,-4.319228412,-3.832727782
3,0.0201,-5,-7.71572179,-5.050484964,-4.451424338,-4.41828744
3,0.0301,-5,-7.881583031,-5.013984119,-4.460024313,-4.874771312
3,0.0401,-5,-8.046984381,-4.988205039,-4.448668281,-5.270791428
3,0.0501,-5,-8.212154585,-4.969665284,-4.417920882,-5.630879749
3,0.0601,-5,-8.377134816,-4.956506111,-4.392468761,-5.966938161
3,0.0701,-5,-8.542009743,-4.947593782,-4.37134358,-6.285685451
3,0.0801,-5,-8.706854385,-4.942252191,-4.373111702,-6.591379625
3,0.0901,-5,-8.871735693,-4.939921016,-4.376585166,-6.886764657
3,0.1001,-5,-9.036713707,-4.940219167,-4.362607173,-7.173877242
3,0.1101,-5,-9.201842527,-4.991211883,-4.368978929,-7.454118501
3,0.1201,-5,-9.367170942,-4.995372739,-4.376447452,-7.728547333
3,0.1301,-5,-9.532743032,-5.001561055,-4.384902224,-7.997975367
3,0.1401,-5,-9.698331023,-5.059233119,-4.394247476,-8.262998645
3,0.1501,-5,-9.864481015,-5.068146109,-4.403990967,-8.524096821
3,0.1601,-5,-10.03098406,-5.0670146,-4.424378365,-8.78163732
3,0.1701,-5,-10.19786861,-5.06741829,-4.426837817,-9.035915314
3,0.1801,-5,-10.36515968,-5.120295162,-4.429813113,-9.287154455
3,0.1901,-5,-10.53287917,-5.123222939,-4.433259508,-9.535537204
3,0.2001,-5,-10.70104601,-5.127397473,-4.437129893,-9.78114312
3,0.2101,-5,-10.8696763,-5.132750848,-4.441383916,-10.02411598
3,0.2201,-5,-11.03878354,-5.139157535,-4.445991312,-10.26448344
3,0.2301,-5,-11.2085673,-5.146545017,-4.450902712,-10.50231028
3,0.2401,-5,-11.3786784,-5.209170618,-4.456101987,-10.73759785
3,0.2501,-5,-11.54929217,-5.218592295,-4.461557197,-10.97036794
3,0.2601,-5,-11.72041214,-5.228854825,-4.467250189,-11.20058975
3,0.2701,-5,-11.89203952,-5.239842645,-4.47313411,-11.42824556
3,0.2801,-5,-12.06417331,-5.251537354,-4.479209689,-11.65330139
3,0.2901,-5,-12.23656807,-5.263866947,-4.485451901,-11.87571453
3,0.3001,-5,-12.40953925,-5.276776821,-4.49183503,-12.09538457
3,0.3101,-5,-12.58319752,-5.290236474,-4.498350669,-12.31234649
3,0.3201,-5,-12.75736943,-5.36623541,-4.525419982,-12.52647309
3,0.3301,-5,-12.93186342,-5.381372607,-4.532334966,-12.73771204
3,0.3401,-5,-13.10654667,-5.396947451,-4.539343705,-12.9459926
3,0.3501,-5,-13.28228713,-5.412921236,-4.546409981,-13.15124141
3,0.3601,-5,-13.45147507,-5.429238052,-4.553556447,-13.35338323
3,0.3701,-5,-13.63446088,-5.445884178,-4.560757991,-13.55234159
3,0.3801,-5,-13.81115784,-5.46279969,-4.568004072,-13.74803897
3,0.3901,-5,-13.9882114,-5.479971181,-4.575284861,-13.94039877
3,0.4001,-5,-14.16556577,-5.497360895,-4.582591185,-14.12934384
3,0.4101,-5,-14.34318409,-5.514939134,-4.589914468,-14.31479815
3,0.4201,-5,-14.52104259,-5.532669885,-4.597246683,-14.49668695
3,0.4301,-5,-14.69911862,-5.550552031,-4.604580591,-14.67493715
3,0.4401,-5,-14.87738507,-5.568533031,-4.635907109,-14.84949757
3,0.4501,-5,-15.05580891,-5.586605708,-4.643435154,-15.02026203
3,0.4601,-5,-15.23435098,-5.604741402,-4.650980744,-15.187182
3,0.4701,-5,-15.41296738,-5.62289995,-4.65849549,-15.35014438
3,0.4801,-5,-15.591611,-5.641113363,-4.665983912,-15.50918929
3,0.4901,-5,-15.77023172,-5.659277834,-4.67342816,-15.6642103
3,0.5001,-5,-15.94877776,-5.677448095,-4.680845546,-15.81515468
3,0.5101,-5,-16.12719433,-5.695590624,-4.6882127,-15.9619735
3,0.5201,-5,-16.30542453,-5.713667294,-4.695530749,-16.10462191
3,0.5301,-5,-16.48349909,-5.731675969,-4.702791224,-16.24305917
3,0.5401,-5,-16.66113644,-5.749589278,-4.710001913,-16.37724885
3,0.5501,-5,-16.83842178,-5.767424018,-4.717155857,-16.50715888
3,0.5601,-5,-17.01527274,-5.785119292,-4.724224132,-16.63276166
3,0.5701,-5,-17.19163779,-5.802692915,-4.731237507,-16.7540341
3,0.5801,-5,-17.36713882,-5.820133388,-4.738174701,-16.87095768
3,0.5901,-5,-17.54241087,-5.837429352,-4.745035411,-16.98351843
3,0.6001,-5,-17.71690041,-5.854521442,-4.751819883,-17.091707
3,0.6101,-5,-17.89055095,-5.871458059,-4.758524106,-17.19551859
3,0.6201,-5,-18.0632974,-5.888206492,-4.76514563,-17.29495295
3,0.6301,-5,-18.23506371,-5.90475669,-4.771686175,-17.39006434
3,0.6401,-5,-18.40577015,-5.921100725,-4.77812504,-17.48076143
3,0.6501,-5,-18.57530679,-5.937231711,-4.784481589,-17.5671073
3,0.6601,-5,-18.74364915,-5.953143299,-4.790743578,-17.64911928
3,0.6701,-5,-18.91065487,-5.968780834,-4.767542992,-17.72681891
3,0.6801,-5,-19.07650567,-5.98420394,-4.773408957,-17.8002318
3,0.6901,-5,-19.2403998,-5.999368999,-4.7791638,-17.86938753
3,0.7001,-5,-19.40278102,-5.915625157,-4.784843043,-17.93431949
3,0.7101,-5,-19.56349383,-5.929437043,-4.790416676,-17.99506479
3,0.7201,-5,-19.72289235,-5.943004464,-4.795891572,-18.05166409
3,0.7301,-5,-19.87949441,-5.956294959,-4.801266747,-18.10416146
3,0.7401,-5,-20,-5.969331005,-4.806541148,-18.15260419
3,0.7501,-5,-20,-5.982098032,-4.811713493,-18.19704269
3,0.7601,-5,-20,-5.994591488,-4.816774724,-18.23753027
3,0.7701,-5,-20,-6.006789778,-4.821736992,-18.27412302
3,0.7801,-5,-20,-6.018734174,-4.826594006,-18.30687958
3,0.7901,-5,-20,-6.030387388,-4.831345004,-18.33586103
3,0.8001,-5,-20,-6.041748481,-4.835989301,-18.36113069
3,0.8101,-5,-20,-6.051789424,-4.840526282,-18.38275395
3,0.8201,-5,-20,-6.063588763,-4.844955392,-18.40079807
3,0.8301,-5,-20,-6.074064511,-4.849276137,-18.41533207
3,0.8401,-5,-20,-6.084241437,-4.85348807,-18.42642653
3,0.8501,-5,-20,-6.094117552,-4.857590787,-18.43415339
3,0.8601,-5,-20,-6.103690906,-4.861583923,-18.43858584
3,0.8701,-5,-20,-6.112959651,-4.865467145,-18.43979815
3,0.8801,-5,-20,-6.019122263,-4.869240156,-18.43786549
3,0.8901,-5,-20,-6.02733721,-4.872902696,-18.4328638
3,0.9001,-5,-20,-6.035263209,-4.844716799,-18.42486961
3,0.9101,-5,-20,-6.042899566,-4.848044585,-18.41395995
3,0.9201,-5,-20,-6.050245771,-4.851265695,-18.40021218
3,0.9301,-5,-20,-6.057259757,-4.854380104,-18.38370385
3,0.9401,-5,-20,-6.064032946,-4.857387827,-18.36451259
3,0.9501,-5,-20,-6.070509151,-4.860288915,-18.34271598
3,0.9601,-5,-20,-6.076688143,-4.863083451,-18.31839146
3,0.9701,-5,-20,-6.08261889,-4.865771555,-18.29161616
3,0.9801,-5,-20,-6.088223135,-4.868353375,-18.26246687
3,0.9901,-5,-20,-6.09353839,-4.870829094,-18.23101989
3,1.0001,-5,-20,-6.098565435,-4.873198922,-18.19735094
3,1.0101,-5,-20,-6.103305183,-4.875463098,-18.16153512
3,1.0201,-5,-20,-6.107758683,-4.877621889,-18.12364678
3,1.0301,-5,-20,-6.111927116,-4.879682205,-18.08375943
3,1.0401,-5,-20,-6.115811791,-4.881629998,-18.04194576
3,1.0501,-5,-20,-6.119431783,-4.883473435,-17.99827746
3,1.0601,-5,-20,-6.122747811,-4.885212913,-17.95282526
3,1.0701,-5,-20,-6.025525412,-4.886848846,-17.9056588
3,1.0801,-5,-20,-6.028220113,-4.888381654,-17.85684664
3,1.0901,-5,-20,-6.030657339,-4.88981177,-17.80645616
3,1.1001,-5,-20,-6.032838865,-4.859440715,-17.75455359
3,1.1101,-5,-20,-6.034766401,-4.860637925,-17.7012039
3,1.1201,-5,-20,-6.036441568,-4.861737558,-17.64647082
3,1.1301,-5,-20,-6.037865873,-4.862740074,-17.59041679
3,1.1401,-5,-20,-6.039040681,-4.863645952,-17.53310296
3,1.1501,-5,-20,-6.039967208,-4.864455687,-17.47458914
3,1.1601,-5,-20,-6.040646508,-4.865169793,-17.41493382
3,1.1701,-5,-20,-6.041079482,-4.865788802,-17.35414412
3,1.1801,-5,-20,-6.041266909,-4.866301261,-17.29237581
3,1.1901,-5,-20,-6.041255091,-4.866749995,-17.22963329
3,1.2001,-5,-20,-6.040981889,-4.867085557,-17.16596961
3,1.2101,-5,-20,-6.040475663,-4.867328202,-17.10143644
3,1.2201,-5,-20,-6.039738925,-4.867478953,-17.03608407
3,1.2301,-5,-20,-6.038774223,-4.867538501,-16.96996145
3,1.2401,-5,-20,-6.03759113,-4.867507444,-16.90311618
3,1.2501,-5,-20,-6.036172776,-4.867386322,-16.83559449
3,1.2601,-5,-20,-6.03454039,-4.867175669,-16.7674413
3,1.2701,-5,-20,-6.032690586,-4.866876053,-16.6987002
3,1.2801,-5,-20,-6.03062634,-4.86650021,-16.62941348
3,1.2901,-5,-20,-6.028380674,-4.866018607,-16.55962211
3,1.3001,-5,-20,-6.025864397,-4.865452318,-16.48936583
3,1.3101,-5,-20,-6.023162946,-4.864801555,-16.41868307
3,1.3201,-5,-20,-6.020280075,-4.864065993,-16.34761107
3,1.3301,-5,-20,-6.017185593,-4.833134324,-16.27618582
3,1.3401,-5,-20,-6.013894998,-4.832274382,-16.20444212
3,1.3501,-5,-20,-6.010414212,-4.831342141,-16.1324136
3,1.3601,-5,-20,-5.916635619,-4.830325638,-16.06013272
3,1.3701,-5,-20,-5.913059529,-4.829221331,-15.98763083
3,1.3801,-5,-20,-5.909300693,-4.828040832,-15.91493814
3,1.3901,-5,-20,-5.9053704,-4.82678448,-15.8420838
3,1.4001,-5,-20,-5.901299739,-4.825451893,-15.76909589
3,1.4101,-5,-20,-5.896996155,-4.824042541,-15.69600145
3,1.4201,-5,-20,-5.892560369,-4.822557558,-15.6228265
3,1.4301,-5,-20,-5.887990292,-4.820997239,-15.54959607
3,1.4401,-5,-20,-5.883201971,-4.819364279,-15.47633423
3,1.4501,-5,-20,-5.878284863,-4.817657002,-15.40306412
3,1.4601,-5,-20,-5.873212471,-4.815876194,-15.32980793
3,1.4701,-5,-20,-5.867986055,-4.81402239,-15.25658697
3,1.4801,-5,-20,-5.862607814,-4.81207709,-15.1834717
3,1.4901,-5,-20,-5.857080435,-4.81008161,-15.1103817
3,1.5001,-5,-20,-5.851407584,-4.808033569,-15.03738575
3,1.5101,-5,-20,-5.84559316,-4.805900475,-14.96450182
3,1.5201,-5,-20,-5.839632195,-4.803692447,-14.8917471
3,1.5301,-5,-20,-5.833543349,-4.801420362,-14.81913803
3,1.5401,-5,-19.92532248,-5.827315377,-4.799081489,-14.74667183
3,1.5501,-5,-19.78576599,-5.820955124,-4.796676138,-14.67440145
3,1.5601,-5,-19.64550203,-5.814465169,-4.794205641,-14.60232173
3,1.5701,-5,-19.50477733,-5.807848085,-4.791674604,-14.5304463
3,1.5801,-5,-19.36186586,-5.801111923,-4.789084918,-14.45878816
3,1.5901,-5,-19.21932087,-5.794243633,-4.786419462,-14.38735968
3,1.6001,-5,-19.07632734,-5.787259301,-4.783679843,-14.31617261
